rule lifelib g3r2b7t7s7t9
rule lifelib g3r2b7t8s7t9
rule lifelib g3r2b7t9s7t9
rule lifelib g3r2b7t10s7t9
rule lifelib g3r2b7t11s7t9
rule lifelib g3r2b7t12s7t9
rule lifelib g3r2b7t13s7t9
rule lifelib g3r2b7t14s7t9
rule lifelib g3r2b7t7s7t10
rule lifelib g3r2b7t8s7t10
rule lifelib g3r2b7t9s7t10
rule lifelib g3r2b7t10s7t10
rule lifelib g3r2b7t11s7t10
rule lifelib g3r2b7t12s7t10
rule lifelib g3r2b7t13s7t10
rule lifelib g3r2b7t14s7t10
rule lifelib g3r2b7t7s7t11
rule lifelib g3r2b7t8s7t11
rule lifelib g3r2b7t9s7t11
rule lifelib g3r2b7t10s7t11
rule lifelib g3r2b7t11s7t11
rule lifelib g3r2b7t12s7t11
rule lifelib g3r2b7t13s7t11
rule lifelib g3r2b7t14s7t11
rule lifelib g3r2b7t7s6t9
rule lifelib g3r2b7t8s6t9
rule lifelib g3r2b7t9s6t9
rule lifelib g3r2b7t10s6t9
rule lifelib g3r2b7t11s6t9
rule lifelib g3r2b7t12s6t9
rule lifelib g3r2b7t13s6t9
rule lifelib g3r2b7t14s6t9
rule lifelib g3r2b7t7s6t10
rule lifelib g3r2b7t8s6t10
rule lifelib g3r2b7t9s6t10
rule lifelib g3r2b7t10s6t10
rule lifelib g3r2b7t11s6t10
rule lifelib g3r2b7t12s6t10
rule lifelib g3r2b7t13s6t10
rule lifelib g3r2b7t14s6t10
rule lifelib g3r2b7t7s6t11
rule lifelib g3r2b7t8s6t11
rule lifelib g3r2b7t9s6t11
rule lifelib g3r2b7t10s6t11
rule lifelib g3r2b7t11s6t11
rule lifelib g3r2b7t12s6t11
rule lifelib g3r2b7t13s6t11
rule lifelib g3r2b7t14s6t11
