rule lifelib g3r2b7t7s6t9
rule lifelib g3r2b7t8s6t9
rule lifelib g3r2b7t9s6t9
rule lifelib g3r2b7t10s6t9
rule lifelib g3r2b7t11s6t9
rule lifelib g3r2b7t12s6t9
rule lifelib g3r2b7t13s6t9
rule lifelib g3r2b7t14s6t9
rule lifelib g3r2b7t7s6t10
rule lifelib g3r2b7t8s6t10
rule lifelib g3r2b7t9s6t10
rule lifelib g3r2b7t10s6t10
rule lifelib g3r2b7t11s6t10
rule lifelib g3r2b7t12s6t10
rule lifelib g3r2b7t13s6t10
rule lifelib g3r2b7t14s6t10
rule lifelib g3r2b7t7s6t11
rule lifelib g3r2b7t8s6t11
rule lifelib g3r2b7t9s6t11
rule lifelib g3r2b7t10s6t11
rule lifelib g3r2b7t11s6t11
rule lifelib g3r2b7t12s6t11
rule lifelib g3r2b7t13s6t11
rule lifelib g3r2b7t14s6t11
rule lifelib g3r2b7t7s5t9
rule lifelib g3r2b7t8s5t9
rule lifelib g3r2b7t9s5t9
rule lifelib g3r2b7t10s5t9
rule lifelib g3r2b7t11s5t9
rule lifelib g3r2b7t12s5t9
rule lifelib g3r2b7t13s5t9
rule lifelib g3r2b7t14s5t9
rule lifelib g3r2b7t7s5t10
rule lifelib g3r2b7t8s5t10
rule lifelib g3r2b7t9s5t10
rule lifelib g3r2b7t10s5t10
rule lifelib g3r2b7t11s5t10
rule lifelib g3r2b7t12s5t10
rule lifelib g3r2b7t13s5t10
rule lifelib g3r2b7t14s5t10
rule lifelib g3r2b7t7s5t11
rule lifelib g3r2b7t8s5t11
rule lifelib g3r2b7t9s5t11
rule lifelib g3r2b7t10s5t11
rule lifelib g3r2b7t11s5t11
rule lifelib g3r2b7t12s5t11
rule lifelib g3r2b7t13s5t11
rule lifelib g3r2b7t14s5t11
